year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,seasch,county_fips_geo,street_mailing,puma,city_mailing,tract,state_mailing,block_group,zip_mailing,geoid_block,street_location,census_region,city_location,census_division,csa,zip_location,cbsa,phone,cbsa_name,fips,cbsa_type,latitude,cbsa_city,longitude,place_fips,geoid_place,place_name,urban_centric_locale,class_code,county_code,upper_chamber,congress_district_id,state_leg_district_upper,state_leg_district_lower,upper_chamber_name,lower_chamber,lower_chamber_name,lower_chamber_type,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,instructional_aides_fte,teachers_absent_fte,support_fte,counselors_fte,administration_fte,social_workers_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel
mixed - most recent,"272385005412","622 Online High School","MN","North St. Paul-Maplewood Oakdale","High","Regular school","No","Open","9","12","No","No","Yes","98","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","8","23850","2705412","-92.995065","45.016149","2723850","Not applicable","","MN-010622","Minnesota","010622-010622049","27123","2170 7TH AVE E","01602","NORTH SAINT PAUL","42601","MN","3","55109","271230426013","2170 7TH AVE E","Midwest","NORTH SAINT PAUL","West north central","378","55109","33460","(651)748-7610","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.016149","No","-92.995065","47221","2747221","North St. Paul city","Suburb, large","Minor civil division equivalent (incorporated)","27123","27055","2704","27043","2743B","State Senate District 55","2755A","State House District 55A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"272385005411","622 Online Middle School","MN","North St. Paul-Maplewood Oakdale","Middle","Regular school","No","Open","6","8","No","Yes","No","49","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","5","23850","2705411","-92.995065","45.016149","2723850","Not applicable","","MN-010622","Minnesota","010622-010622048","27123","2170 7TH AVE E","01602","NORTH SAINT PAUL","42601","MN","3","55109","271230426013","2170 7TH AVE E","Midwest","NORTH SAINT PAUL","West north central","378","55109","33460","(651)748-7488","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.016149","No","-92.995065","47221","2747221","North St. Paul city","Suburb, large","Minor civil division equivalent (incorporated)","27123","27055","2704","27043","2743B","State Senate District 55","2755A","State House District 55A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"272139005499","882 Online 6-12","MN","MONTICELLO PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","6","12","No","Yes","Yes","63","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","0","21390","2705499","-93.783605","45.301028","2721390","Not applicable","","MN-010882","Minnesota","010882-010882092","27171","302 WASHINGTON STREET","00900","MONTICELLO","100204","MN","2","55362","271711002042","302 WASHINGTON STREET","Midwest","MONTICELLO","West north central","378","55362","33460","(763)272-2000","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.301028","No","-93.783605","43774","2743774","Monticello city","Town, fringe","Minor civil division equivalent (incorporated)","27171","27019","2706","27029","2729B","State Senate District 19","2719A","State House District 19A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"272139005498","882 Online K-5","MN","MONTICELLO PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Kindergarten","5","Yes","No","No","11","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","0","21390","2705498","-93.783605","45.301028","2721390","Not applicable","","MN-010882","Minnesota","010882-010882091","27171","302 WASHINGTON STREET","00900","MONTICELLO","100204","MN","2","55362","271711002042","302 WASHINGTON STREET","Midwest","MONTICELLO","West north central","378","55362","33460","(763)272-2000","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.301028","No","-93.783605","43774","2743774","Monticello city","Town, fringe","Minor civil division equivalent (incorporated)","27171","27019","2706","27029","2729B","State Senate District 19","2719A","State House District 19A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270226404430","916 MAHTOMEDI ACADEMY","MN","NORTHEAST METRO 916","High","Other/alternative school","No","Open","9","12","No","No","Yes","71","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","Yes participating without using any Provision or the CEP","6","42360","2704430","-92.985475","45.036838","2702264","Not applicable","Street address","MN-060916","Minnesota","060916-060916062","27123","2735 COUNTY RD D EAST","01601","WHITE BEAR LAKE","40402","MN","1","55110","271230404021","2735 COUNTY RD D EAST","Midwest","WHITE BEAR LAKE","West north central","378","55110","33460","(651)415-5364","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.036838","No","-92.985475","69970","2769970","White Bear Lake city","Suburb, large","Minor civil division equivalent (incorporated)","27123","27053","2704","27043","2743A","State Senate District 53","2753B","State House District 53B","State house district","6.000","6.000","0.000","0.000","3.000","6.000","6.000","0.000","1.000","0.000","0.000","0.000","0.000","0.100","0.050","0.000","0.000","No","Not applicable","0.000","259551","-2.000","-2.000","-2.000","0.000"
mixed - most recent,"270002603897","917 DASH","MN","INTERMEDIATE SCHOOL DISTRICT 917","Other","Special education school","No","Open","Pre-K","12","Yes","Yes","Yes","21","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","5","32390","2703897","-93.078065","44.737251","2700026","Not applicable","Point address","MN-060917","Minnesota","060917-060917500","27037","1300 145TH ST","01203","ROSEMOUNT","61003","MN","1","55068","270370610031","1300 145TH ST","Midwest","ROSEMOUNT","West north central","378","55068","33460","(651)423-8401","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.737251","No","-93.078065","55726","2755726","Rosemount city","Rural, fringe","Minor civil division equivalent (incorporated)","27037","27037","2702","27057","2757B","State Senate District 37","2737B","State House District 37B","State house district","5.000","5.000","0.000","0.000","0.000","5.000","10.000","7.610","5.000","8.710","0.000","0.490","0.330","0.660","0.330","0.000","0.000","No","387023","974353.000","860535","165998.000","381322.000","40008.000","41939.000"
mixed - most recent,"270002602121","917 INTRA-DAKOTA EDUCATIONAL ALT","MN","INTERMEDIATE SCHOOL DISTRICT 917","Other","Special education school","No","Open","Kindergarten","12","Yes","Yes","Yes","43","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","8","32390","2702121","-93.11454","44.741403","2700026","Not applicable","Point address","MN-060917","Minnesota","060917-060917051","27037","14300 BISCAYNE AVE","01203","ROSEMOUNT","61009","MN","2","55068","270370610092","14300 BISCAYNE AVE","Midwest","ROSEMOUNT","West north central","378","55068","33460","(651)423-8100","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.741403","No","-93.11454","55726","2755726","Rosemount city","Suburb, large","Minor civil division equivalent (incorporated)","27037","27037","2702","27057","2757B","State Senate District 37","2737B","State House District 37B","State house district","17.000","15.230","2.000","6.000","1.000","18.000","36.000","16.920","12.000","3.450","0.000","0.910","1.000","0.500","0.350","0.000","0.000","No","361605","1035693.000","648946","342805.000","254769.000","76512.000","56007.000"
mixed - most recent,"270002602125","917 PACES","MN","INTERMEDIATE SCHOOL DISTRICT 917","Other","Special education school","No","Open","Kindergarten","12","Yes","Yes","Yes","36","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","8","32390","2702125","-93.078065","44.737251","2700026","Not applicable","Point address","MN-060917","Minnesota","060917-060917061","27037","1300 145TH ST","01203","ROSEMOUNT","61003","MN","1","55068","270370610031","1300 145TH ST","Midwest","ROSEMOUNT","West north central","378","55068","33460","(651)423-8401","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.737251","No","-93.078065","55726","2755726","Rosemount city","Rural, fringe","Minor civil division equivalent (incorporated)","27037","27037","2702","27057","2757B","State Senate District 37","2737B","State House District 37B","State house district","7.000","5.800","2.000","3.000","2.000","9.000","17.000","22.470","1.000","4.910","0.000","0.720","0.330","0.660","0.340","0.000","0.000","No","389075","1253459.000","407624","496995.000","308542.000","58847.000","29701.000"
mixed - most recent,"270002604218","917 SUN","MN","INTERMEDIATE SCHOOL DISTRICT 917","Other","Special education school","No","Open","Kindergarten","12","Yes","Yes","Yes","93","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","35","32390","2704218","-93.11454","44.741403","2700026","Not applicable","Street address","MN-060917","Minnesota","060917-060917400","27037","14300 BISCAYNE AVENUE WEST","01203","ROSEMOUNT","61009","MN","2","55068","270370610092","14300 BISCAYNE AVENUE WEST","Midwest","ROSEMOUNT","West north central","378","55068","33460","(651)423-8204","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.741403","No","-93.11454","55726","2755726","Rosemount city","Suburb, large","Minor civil division equivalent (incorporated)","27037","27037","2702","27057","2757B","State Senate District 37","2737B","State House District 37B","State house district","29.000","25.000","4.000","10.000","6.000","26.000","59.000","69.740","10.000","17.400","0.000","1.820","1.000","1.000","0.350","0.000","0.000","No","1120415","3673962.000","1920216","1562272.000","842060.000","149215.000","145803.000"
mixed - most recent,"270002602111","917 TRANSITIONAL EDUCATION SERV ALT","MN","INTERMEDIATE SCHOOL DISTRICT 917","High","Special education school","No","Open","7","12","No","Yes","Yes","82","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","17","32390","2702111","-93.078065","44.737251","2700026","Not applicable","Point address","MN-060917","Minnesota","060917-060917030","27037","1300 145TH ST E","01203","ROSEMOUNT","61003","MN","1","55068","270370610031","1300 145TH ST E","Midwest","ROSEMOUNT","West north central","378","55068","33460","(651)423-8401","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.737251","No","-93.078065","55726","2755726","Rosemount city","Rural, fringe","Minor civil division equivalent (incorporated)","27037","27037","2702","27057","2757B","State Senate District 37","2737B","State House District 37B","State house district","14.000","14.750","0.000","1.000","2.000","15.000","30.000","14.460","6.000","3.990","0.000","0.970","0.330","0.660","0.330","0.000","0.000","No","684701","1363502.000","719709","371292.000","228168.000","79339.000","46303.000"
mixed - most recent,"273384001052","A. G. A. P. E. TEEN PARENT","MN","Saint Paul Public Schools","High","Other/alternative school","No","Open","5","12","No","Yes","Yes","46","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","6","33840","2701052","-93.143664","44.95616","2733840","Not applicable","Point address","MN-010625","Minnesota","010625-010625006","27123","1037 UNIVERSITY AVE","01502","SAINT PAUL","32500","MN","3","55104","271230325003","1037 UNIVERSITY AVE","Midwest","SAINT PAUL","West north central","378","55104","33460","(651)744-7970","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.95616","Yes","-93.143664","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27065","2704","27065","2765A","State Senate District 65","2765A","State House District 65A","State house district","7.000","7.700","0.000","0.000","0.400","8.000","8.000","0.000","2.000","1.000","1.000","1.000","1.000","0.200","0.170","0.000","0.000","No","552447","881352.000","769110","-2.000","159933.938","168970.688","52858.000"
mixed - most recent,"270010602568","A.C.G.C. ELEMENTARY","MN","A.C.G.C. Public School District","Primary","Regular school","No","Open","Pre-K","4","Yes","No","No","344","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","30","00106","2702568","-94.77958","45.133291","2700106","Not applicable","Point address","MN-012396","Minnesota","012396-012396100","27067","302 S 2ND ST","01800","ATWATER","781100","MN","3","56209","270677811003","302 S 2ND ST","Midwest","ATWATER","West north central","Not applicable","56209","48820","(320)244-4686","Willmar, MN","Minnesota","Micropolitan statistical area","45.133291","No","-94.77958","2692","2702692","Atwater city","Rural, distant","Minor civil division equivalent (incorporated)","27067","27013","2707","27017","2717B","State Senate District 13","2713B","State House District 13B","State house district","26.000","26.800","0.000","2.000","1.000","31.000","25.000","20.280","13.000","2.430","0.000","1.500","1.000","0.000","0.000","0.000","0.000","No","1278820","1714748.375","1355094","295494.438","57329.891","83103.617","80649.000"
